TIMESTAMP,ContextTokens,GeneratedTokens
226,16162,96
227,69151,215
228,24537,112
229,74357,320
230,39677,131
231,30746,192
232,15037,26
233,51611,195
234,90758,1297
235,33841,354
236,55819,850
237,37010,351
238,46316,731
239,13529,191
240,72054,1241
241,51003,517
242,28420,231
243,13267,169
244,38872,767
245,29994,468
246,32062,346
247,81174,795
248,26580,464
249,57477,715
250,49574,252
251,7876,56
252,16438,241
253,9663,79
254,19744,1112
255,13605,156
256,13062,176
257,31070,37
258,68857,130
259,34796,186
260,28450,239
261,14646,46
262,29369,427
263,44118,184
264,32462,190
265,72452,793
266,32475,179
267,69046,586
268,28144,163
269,49756,683
270,58510,115
271,8096,244
272,28456,125
273,10851,56
274,24342,503
275,46817,261
276,28462,278
277,54842,845
278,33646,1005
279,20981,96
280,58968,486
281,112470,343
282,25927,123
283,21866,310
284,16433,167
285,50502,382
286,17113,130
287,58068,297
288,21327,256
289,34937,1075
290,10963,129
291,128457,2615
292,93552,1376
293,55255,303
294,27407,120
295,46875,194
296,60677,106
297,5025,33
298,7491,28
299,52503,441
300,24979,156
301,28575,3010
302,22206,359
303,94329,398
304,17682,66
305,51177,953
306,38890,187
307,67586,460
308,58335,527
309,14391,164
310,10167,52
311,25120,174
312,130781,291
313,39339,1109
314,47580,568
315,18782,107
316,37939,530
317,47273,274
318,20262,274
319,29895,51
320,18508,105
321,36269,726
322,25946,221
323,25717,92
324,61726,112
325,49447,866
326,17159,267
327,69337,410
328,43475,282
329,28271,243
330,23109,119
331,21274,328
332,14796,67
333,12652,156
334,18775,280
335,74969,2426
336,21559,130
337,55452,510
338,47783,188
339,49524,221
340,21573,161
341,31096,211
342,33752,350
343,15175,94
344,46507,750
345,69780,578
346,28552,100
347,84403,983
348,81221,334
349,28585,280
350,84113,743
351,19219,288
352,100884,691
353,32213,115
354,20638,55
355,43151,409
356,26215,133
357,22036,406
358,43214,158
359,37080,126
360,20647,202
361,36365,288
362,23773,498
363,53491,1209
364,73829,678
365,41711,347
366,14520,75
367,32869,958
368,24567,473
369,7217,35
370,16188,83
371,37759,317
372,29734,202
373,4715,12
374,101351,2909
375,47864,1165
376,24617,212
377,24007,150
378,8612,170
379,28571,385
380,9420,134
381,50981,413
382,41167,303
383,72920,502
384,35299,375
385,58435,319
386,18380,173
387,44713,349
388,25524,178
389,13635,69
390,40098,368
391,19372,169
392,14604,111
393,37067,275
394,19913,133
395,33968,52
396,28761,342
397,31986,654
398,11809,77
399,76134,362
400,51399,146
401,66008,480
402,22082,42
403,117102,731
404,64749,391
405,41922,254
406,39359,511
407,22233,155
408,60736,1020
409,16223,105
410,68285,1178
411,31423,583
412,106781,840
413,76679,336
414,15033,86
415,27413,359
416,110851,1554
417,20354,211
418,14535,91
419,44956,484
420,21907,198
421,36560,290
422,54164,333
423,38238,404
424,37438,148
425,44058,147
426,51575,1659
427,19686,172
428,130838,234
429,47445,259
430,25810,639
431,40041,173
432,66426,182
433,10279,82
434,69337,468
435,13622,95
436,48318,533
437,14964,210
438,10139,160
439,26062,780
440,64928,430
441,5607,27
442,17618,105
443,40333,705
444,56473,502
445,33140,730
446,34482,397
447,22786,325
448,32606,479
449,29929,265
450,25187,198
451,10601,52
452,13247,259
453,94196,738
454,44459,746
455,5720,101
456,20671,274
457,23379,121
458,18854,173
459,72796,985
460,36161,297
461,32773,294
462,68337,743
463,20987,54
464,24620,452
465,46677,266
466,29174,436
467,19333,210
468,27473,353
469,52594,210
470,28574,144
471,49884,163
472,51136,218
473,14328,100
474,35565,667
475,41770,192
476,55299,228
477,107232,427
478,10440,189
479,36696,308
480,88674,357
481,6148,59
482,29026,300
483,41884,365
484,66143,293
485,23986,164
486,26065,347
487,56020,453
488,35701,202
489,5382,44
490,35259,862
491,72463,1472
492,12634,80
493,36038,512
494,48741,350
495,44868,572
496,22417,65
497,43997,463
498,7911,121
499,72525,319
500,15411,132
501,35137,413
502,39590,228
503,62572,305
504,41991,551
505,25916,477
506,9562,35
507,26390,118
508,8436,67
509,32396,420
510,77569,492
511,12645,68
512,14038,51
513,37185,313
514,83756,979
515,32837,83
516,27740,206
517,50789,754
518,40766,1277
519,88912,476
520,130525,547
521,25476,217
522,20490,144
523,40551,350
524,100671,259
525,90003,1076
526,19626,277
527,14075,320
528,30987,92
529,11287,16
530,44571,134
531,48112,200
532,62704,458
533,22122,358
534,24856,325
535,29281,284
536,58005,236
537,60945,319
538,37468,946
539,14558,116
540,22981,58
541,16724,118
542,127934,3138
543,31714,911
544,20013,110
545,64874,918
546,25201,207
547,21740,126
548,40371,850
549,41615,422
550,116393,310
551,41435,409
552,23320,247
553,14756,99
554,5490,63
555,32753,56
556,17285,195
557,92510,373
558,17050,236
559,30532,254
560,38990,504
561,12207,415
562,19419,155
563,79049,196
564,65698,666
565,29359,189
566,73366,703
567,28096,415
568,120294,946
569,44201,113
570,130203,869
571,81426,616
572,15881,44
573,34110,878
574,52228,123
575,102181,1635
576,29846,71
577,53509,527
578,18658,162
579,58559,174
580,55958,1061
581,14981,269
582,77085,387
583,17657,149
584,43760,292
585,43665,666
586,21467,283
587,40321,234
588,83314,1175
589,43068,327
590,81648,1444
591,117047,1466
592,30320,230
593,37811,288
594,57481,253
595,17694,474
596,36058,175
597,118969,962
598,12743,66
599,30076,730
600,129000,2072
601,56539,599
602,24491,354
603,16413,773
604,15869,66
605,30657,120
606,53356,373
607,20221,163
608,13224,356
609,23839,94
610,27040,118
611,44889,81
612,54330,229
613,66330,717
614,13438,52
615,9650,215
616,54817,225
617,36872,510
618,26420,156
619,29356,306
620,14415,127
621,30879,112
622,33459,580
623,8632,49
624,10622,62
625,21229,512
626,28655,179
627,23826,72
628,46702,259
629,10762,189
630,24386,372
631,40871,278
632,43453,217
633,65717,448
634,70510,61
635,13109,127
636,12521,110
637,40787,475
638,24861,131
639,24523,169
640,26132,488
641,22303,101
642,86203,453
643,44568,293
644,27845,60
645,47394,618
646,13613,192
647,16637,72
648,89231,593
649,130771,301
650,22859,77
651,62275,475
652,37103,419
653,94504,878
654,18051,162
655,11393,88
656,19729,39
657,19986,160
658,9221,70
659,36577,76
660,42643,343
661,25094,62
662,100517,331
663,19512,166
664,22912,93
665,18142,70
666,40058,115
667,84558,647
668,55970,1028
669,82971,888
670,40489,173
671,32149,184
672,50250,1163
673,41115,287
674,35213,135
675,38289,456
676,14789,28
677,130528,544
678,32137,258
679,22820,192
680,58712,3428
681,14590,70
682,21961,460
683,48663,1112
684,34262,100
685,95539,320
686,74891,288
687,11080,55
688,49576,110
689,12917,137
690,29517,251
691,14966,75
692,23644,79
693,23907,480
694,88262,806
695,40720,191
696,79629,938
697,52372,490
698,8702,76
699,16870,153
700,18391,110
701,73445,384
702,83877,2174
703,50667,169
704,31825,243
705,28196,34
706,17569,185
707,80788,332
708,11484,80
709,41991,346
710,27216,67
711,72629,2006
712,44895,299
713,37806,284
714,22576,62
715,24205,214
716,47318,648
717,38656,560
718,25828,123
719,23191,205
720,34402,291
721,6878,82
722,28570,336
723,22848,45
724,20172,165
725,64775,1616
726,23303,48
727,59640,388
728,38512,202
729,29496,65
730,19661,275
731,14992,110
732,25083,269
733,53267,197
734,75633,1247
735,23173,90
736,130449,623
737,46171,686
738,32745,723
739,17179,254
740,68639,2183
741,35622,439
742,26570,893
743,21019,53
744,52015,394
745,92093,724
746,49122,155
747,33005,192
748,15888,95
749,16115,63
750,68222,1426
751,26152,154
752,114117,929
753,36732,159
754,55792,567
755,7350,54
756,64668,190
757,46164,175
758,10558,327
759,41653,246
760,18564,393
761,36756,210
762,26916,289
763,57135,316
764,15976,284
765,43730,678
766,69340,201
767,55776,243
768,64819,422
769,35286,154
770,56488,263
771,118464,724
772,59402,1665
773,27922,122
774,23658,483
775,61723,264
776,34132,366
777,26571,229
778,9195,208
779,38735,194
780,74619,855
781,34270,134
782,26447,82
783,51601,414
784,104722,951
785,22015,273
786,9744,35
787,109170,3016
788,71485,997
789,30356,699
790,25149,69
791,46701,346
792,57108,315
793,32954,857
794,21259,103
795,27921,180
796,44097,172
797,20637,417
798,45126,235
799,48605,144
800,45198,479
801,17323,98
802,23846,170
803,29068,630
804,7270,41
805,26457,203
806,67890,355
807,26485,92
808,7037,161
809,37460,960
810,52733,774
811,28376,301
812,44924,359
813,45324,131
814,27483,128
815,29616,127
816,9789,135
817,51070,198
818,24039,154
819,8582,39
820,41834,204
821,16098,65
822,37903,394
823,21769,371
824,24680,208
825,106058,913
826,18822,191
827,37378,2857
828,19304,77
829,60883,466
830,34854,514
831,59656,318
832,8514,132
833,46415,538
834,29448,331
835,31120,93
836,64293,270
837,34819,224
838,23445,129
839,12673,81
840,19301,256
841,78724,875
842,43161,82
843,37485,498
844,65752,1636
845,53974,996
846,126608,1252
847,59199,581
848,28486,388
849,14104,69
850,9774,59
851,30062,363
852,8460,56
853,11242,105
854,116414,1925
855,66562,197
856,42453,301
857,60939,388
858,129022,2050
859,35844,211
860,24392,94
861,19471,125
862,42134,334
863,38934,376
864,23807,63
865,38479,151
866,27354,308
867,87384,281
868,20170,96
869,16709,44
870,30050,128
871,8003,80
872,17076,480
873,15522,81
874,51558,546
875,97874,530
876,90438,1734
877,49726,499
878,75934,324
879,30787,67
880,7700,22
881,13955,92
882,32115,137
883,49526,324
884,28750,359
885,37957,256
886,33212,143
887,60471,411
888,72786,1095
889,26598,379
890,15157,153
891,24773,320
892,25208,164
893,34830,153
894,24256,270
895,4987,8
896,23776,153
897,85445,231
898,56538,760
899,10641,296
900,9305,99
901,62864,1187
902,7588,30
903,27421,140
904,33397,174
905,41654,152
906,86365,371
907,41498,385
908,9189,101
909,70497,415
910,47764,284
911,17740,233
912,58612,697
913,35086,68
914,55704,202
915,10758,62
916,24104,943
917,12180,69
918,33933,218
919,7905,145
920,71567,231
921,7771,107
922,43619,269
923,10961,43
924,31716,223
925,31235,451
926,56967,391
927,19803,89
928,21164,229
929,38011,725
930,12324,146
931,105736,148
932,39082,155
933,20409,331
934,4073,21
935,39825,188
936,124956,1490
937,23616,114
938,42946,319
939,30273,267
940,35646,428
941,28217,258
942,44559,175
943,17794,225
944,119559,1515
945,38153,227
946,15585,97
947,63596,457
948,32770,796
949,29431,133
950,33988,262
951,24128,145
952,56284,670
953,61841,643
954,20299,455
955,15362,117
956,41494,418
957,21301,196
958,25542,348
959,42272,620
960,5350,69
961,16845,94
962,18624,790
963,30098,139
964,23555,478
965,46056,183
966,38512,477
967,41254,55
968,31640,199
969,41927,362
970,29710,93
971,19442,70
972,38518,202
973,31267,412
974,129697,1375
975,14492,138
976,22329,193
977,55832,274
978,21233,132
979,13530,294
980,29149,281
981,11359,71
982,6579,42
983,66364,234
984,55044,739
985,92104,266
986,23705,115
987,86769,637
988,76398,2703
989,27010,129
990,28565,55
991,30606,142
992,7110,42
993,15912,67
994,63168,807
995,61770,720
996,20803,97
997,34732,365
998,30694,207
999,25369,365
1000,15995,238
1001,53582,293
1002,9061,104
1003,20953,98
1004,27566,274
1005,34369,215
1006,33023,386
1007,81448,1119
1008,22351,314
1009,43820,304
1010,26568,213
1011,11200,328
1012,18822,283
1013,25700,205
1014,55293,458
1015,41177,388
1016,17662,129
1017,72670,800
1018,26537,118
1019,36063,404
1020,45336,301
1021,111444,931
1022,7898,73
1023,9900,70
1024,28188,300
1025,12382,147
1026,11330,33
1027,35782,271
1028,35658,715
1029,37029,455
1030,12937,159
1031,33974,395
1032,15360,79
1033,24807,219
1034,37455,273
1035,34982,468
1036,51832,722
1037,67753,3197
1038,22789,63
1039,18860,258
1040,67001,184
1041,70156,767
1042,71675,2454
1043,34706,991
1044,73431,1176
1045,93111,928
1046,33552,150
1047,26977,42
1048,31823,448
1049,45388,565
1050,90888,260
1051,30596,94
1052,62197,320
1053,42012,494
1054,31322,601
1055,35940,446
1056,15171,146
1057,13657,153
1058,35597,303
1059,30811,151
1060,39384,356
1061,130324,748
1062,43241,42
1063,60188,896
1064,14264,339
1065,57059,736
1066,77557,658
1067,13710,205
1068,39224,361
1069,66028,1755
1070,54215,219
1071,20848,69
1072,20402,492
1073,12008,140
1074,27506,677
1075,67705,788
1076,23751,571
1077,14074,285
1078,33698,60
1079,27520,179
1080,22363,45
1081,8415,41
1082,37276,330
1083,13689,34
1084,43441,867
1085,30522,234
1086,129434,1638
1087,54787,180
1088,36836,486
1089,18466,74
1090,59226,148
1091,30653,282
1092,50640,504
1093,21078,667
1094,130284,788
1095,46914,142
1096,93290,1171
1097,47471,194
1098,23660,237
1099,36513,634
1100,84786,570
1101,36761,328
1102,69370,578
1103,128055,3017
1104,24073,367
1105,29083,667
1106,52650,899
1107,67425,1420
1108,9650,194
1109,31364,172
1110,59000,1520
1111,16309,112
1112,95904,1120
1113,28593,225
1114,22243,171
1115,11946,167
1116,39798,160
1117,80956,669
1118,38324,179
1119,44456,239
1120,57946,252
1121,13355,117
1122,48512,567
1123,42951,917
1124,31250,67
1125,53360,971
1126,42385,230
1127,43582,729
1128,28216,104
1129,15586,53
1130,31915,656
1131,73630,661
1132,54309,845
1133,36132,473
1134,29580,358
1135,22494,179
1136,17870,110
1137,34507,429
1138,52918,467
1139,50768,663
1140,46286,550
1141,13745,64
1142,18690,68
1143,102030,505
1144,30963,127
1145,41140,335
1146,35195,602
1147,28598,504
1148,76746,2464
1149,54603,28
1150,59370,519
1151,20651,123
1152,24736,69
1153,9552,40
1154,69372,290
1155,32685,78
1156,31667,341
1157,23810,118
1158,24964,76
1159,52148,520
1160,37973,197
1161,62451,209
1162,15200,189
1163,13703,152
1164,23214,215
1165,31431,163
1166,27489,370
1167,65570,436
1168,46955,348
1169,37707,325
1170,41001,149
1171,41625,318
1172,22357,261
1173,36443,187
1174,56196,301
1175,29398,44
1176,126631,2105
1177,33014,371
1178,16244,198
1179,21689,415
1180,26213,109
1181,18724,72
1182,129906,1166
1183,10322,92
1184,9480,51
1185,10135,78
1186,63346,345
1187,27604,367
1188,12484,53
1189,117560,1378
1190,97318,630
1191,64032,165
1192,17289,76
1193,58055,314
1194,9022,84
1195,12637,151
1196,26247,165
1197,112253,777
1198,39300,45
1199,69687,303
1200,32450,433
1201,10916,74
1202,37657,217
1203,62874,261
1204,27176,566
1205,23694,671
1206,69694,725
1207,24797,809
1208,21972,407
1209,35900,365
1210,25670,582
1211,16686,110
1212,23816,477
1213,17289,155
1214,129268,1804
1215,73282,266
1216,46420,325
1217,67185,812
1218,34476,234
1219,27492,227
1220,28478,551
1221,101888,1435
1222,17559,80
1223,25104,232
1224,12662,196
1225,11851,91
1226,48667,370
1227,16754,129
1228,29771,173
1229,130283,789
1230,72916,1112
1231,104446,1733
1232,32171,73
1233,26818,133
1234,42196,1187
1235,63456,1503
1236,44658,250
1237,51447,172
1238,9131,199
1239,14240,159
1240,90696,234
1241,45575,571
1242,27536,331
1243,36428,149
1244,24302,223
1245,19486,119
1246,63157,855
1247,52761,396
1248,35136,228
1249,14901,119
1250,36481,569
1251,32490,592
1252,36509,349
1253,52621,362
1254,42489,379
1255,57243,338
1256,39902,383
1257,19466,241
1258,17310,151
1259,41013,334
1260,23186,119
1261,78820,398
1262,48506,329
1263,18790,191
1264,58916,2113
1265,24180,349
1266,129094,1978
1267,68665,682
1268,21440,117
1269,23656,265
1270,20003,275
1271,19552,81
1272,5094,21
1273,7471,115
1274,13112,91
1275,15778,285
1276,50283,346
1277,24259,104
1278,33353,242
1279,20931,253
1280,29993,340
1281,129873,1199
1282,40969,194
1283,50112,125
1284,14832,74
1285,125073,4540
1286,129590,1482
1287,22021,154
1288,79927,467
1289,43025,171
1290,44216,396
1291,72225,725
1292,25476,96
1293,38085,198
1294,6853,61
1295,33416,120
1296,23875,265
1297,35318,336
1298,27645,241
1299,20002,69
1300,47978,250
1301,13688,59
1302,70662,405
1303,7297,23
1304,23639,238
1305,24013,135
1306,9858,45
1307,27694,540
1308,83151,721
1309,27515,158
1310,10460,77
1311,32949,301
1312,26707,92
1313,21543,44
1314,12366,91
1315,73638,1558
1316,16518,67
1317,20846,159
1318,13389,386
1319,21828,293
1320,19795,933
1321,19931,266
1322,28800,453
1323,13538,18
1324,18266,64
1325,57940,500
1326,28741,334
1327,10704,54
1328,18442,54
1329,50726,1174
1330,33597,354
1331,59086,664
1332,8167,27
1333,12703,141
1334,37792,468
1335,16461,46
1336,41348,672
1337,57116,680
1338,66879,302
1339,11751,301
1340,59320,918
1341,36914,451
1342,26795,62
1343,45944,542
1344,30364,341
1345,33108,245
1346,24730,108
1347,79670,461
1348,22550,466
1349,29816,192
1350,28499,152
1351,23900,680
1352,37479,378
1353,34521,75
1354,34377,199
1355,23816,507
1356,38254,243
1357,50284,403
1358,20531,87
1359,21654,241
1360,75045,534
1361,9861,38
1362,44987,245
1363,26779,406
1364,40491,340
1365,14121,145
1366,29034,218
1367,60444,605
1368,74238,702
1369,17454,352
1370,12584,86
1371,25962,342
1372,29719,329
1373,17150,79
1374,27074,354
1375,45671,314
1376,14983,68
1377,65752,261
1378,20703,140
1379,20389,138
1380,62049,331
1381,12927,70
1382,17365,69
1383,29346,587
1384,38108,160
1385,18812,143
1386,130201,871
1387,60423,373
1388,32011,1377
1389,99444,215
1390,25437,154
1391,44140,419
1392,47982,208
1393,19358,120
1394,26086,383
1395,129684,1388
1396,17018,147
1397,130697,375
1398,38164,133
1399,25559,674
1400,24556,221
1401,61055,397
1402,19403,46
1403,9497,135
1404,32510,101
1405,23854,212
1406,30446,350
1407,11646,136
1408,18741,301
1409,28949,151
1410,48179,381
1411,18480,139
1412,24164,267
1413,9704,109
1414,17247,135
1415,19746,127
1416,94041,1322
1417,54432,193
1418,17770,199
1419,9160,83
1420,9753,147
1421,19213,613
1422,47272,619
1423,39119,61
1424,28193,321
1425,54572,305
1426,49962,583
1427,24075,268
1428,63920,155
1429,12969,68
1430,69357,247
1431,97238,1640
1432,32227,264
1433,47761,76
1434,14242,92
1435,23830,258
1436,13799,151
1437,26682,199
1438,24252,732
1439,22118,220
1440,60232,340
1441,13465,128
1442,12049,35
1443,28068,423
1444,24367,334
1445,50809,165
1446,60704,757
1447,13272,58
1448,26646,187
1449,29511,238
1450,19146,275
1451,25150,454
1452,6507,40
1453,14626,108
1454,14400,135
1455,24548,159
1456,68091,310
1457,52171,1084
1458,10546,52
1459,56886,549
1460,53717,321
1461,129301,1771
1462,130852,220
1463,30298,430
1464,25475,87
1465,127420,1854
1466,47552,346
1467,61139,637
1468,38843,399
1469,31219,222
1470,23159,156
1471,61610,1204
1472,47493,706
1473,50723,1033
1474,17000,154
1475,34195,101
1476,24027,735
1477,30532,1228
1478,23928,114
1479,46469,287
1480,19530,148
1481,56675,336
1482,59946,2540
1483,122245,1521
1484,51867,1126
1485,77199,462
1486,42054,284
1487,47559,522
1488,16060,98
1489,52121,140
1490,27997,796
1491,43344,1272
1492,13767,93
1493,23684,872
1494,13800,61
1495,17294,138
1496,45239,1589
1497,29541,227
1498,9380,96
1499,58602,515
1500,24678,290
1501,22354,88
1502,31590,198
1503,69898,224
1504,14718,84
1505,18822,175
1506,33331,96
1507,12025,187
1508,15903,284
1509,43232,295
1510,23366,67
1511,74659,1313
1512,84455,685
1513,76772,269
1514,20994,307
1515,37651,257
1516,56714,115
1517,21896,361
1518,13481,125
1519,41746,254
1520,69438,292
1521,9863,109
1522,36598,232
1523,45024,146
1524,30450,88
1525,26183,500
1526,18345,179
1527,23560,228
1528,32206,312
1529,115393,346
1530,46195,345
1531,130421,651
1532,55664,147
1533,52511,125
1534,21970,672
1535,19033,207
1536,13352,364
1537,20548,133
1538,35232,283
1539,40691,167
1540,13712,99
1541,6500,26
1542,35922,307
1543,66656,832
1544,67207,678
1545,61845,174
1546,16174,186
1547,35862,138
1548,29736,81
1549,26295,417
1550,12794,66
1551,44533,444
1552,44872,240
1553,22868,199
1554,44206,378
1555,13975,45
1556,43841,456
1557,19973,136
1558,29952,216
1559,53015,488
1560,16406,283
1561,37366,332
1562,103550,923
1563,75163,452
1564,106064,1175
1565,45583,166
1566,71147,446
1567,12399,72
1568,37048,186
1569,49866,1113
1570,33104,772
1571,38837,371
1572,29891,45
1573,29926,155
1574,18701,110
1575,25554,518
1576,53255,572
1577,70442,504
1578,26524,1199
1579,26141,179
1580,19411,175
1581,60808,1993
1582,13489,101
1583,16504,63
1584,22643,161
1585,8471,133
1586,17842,63
1587,45997,354
1588,8140,97
1589,62014,253
1590,19566,92
1591,26284,322
1592,38577,481
1593,128287,593
1594,27749,117
1595,32557,372
1596,10051,32
1597,40572,1655
1598,13258,26
1599,41009,500
1600,85081,347
1601,18070,511
1602,20522,409
1603,41244,392
1604,47726,107
1605,27571,1118
1606,18170,70
1607,44116,1004
1608,7597,40
1609,32837,727
1610,29510,104
1611,24423,466
1612,17126,95
1613,25675,190
1614,16048,40
1615,32704,372
1616,76047,784
1617,13828,90
1618,39608,330
1619,74379,1381
1620,29941,136
1621,35867,112
1622,32672,376
1623,82002,558
1624,30493,297
1625,13464,71
1626,57870,246
1627,18749,241
1628,61950,280
1629,68614,580
1630,21507,124
1631,101847,1417
1632,33708,118
1633,56743,967
1634,22816,109
1635,38620,118
1636,31144,260
1637,92910,675
1638,19096,58
1639,86310,350
1640,32850,300
1641,18892,109
1642,108688,1018
1643,31632,527
1644,9850,56
1645,30061,63
1646,14160,65
1647,130087,985
1648,26014,447
1649,19630,97
1650,20342,201
1651,50844,263
1652,89000,1935
1653,13194,113
1654,14853,134
1655,57406,629
1656,35836,684
1657,69851,192
1658,26937,56
1659,32413,340
1660,22714,1037
1661,20152,35
1662,23303,263
1663,15633,50
1664,23798,270
1665,29041,392
1666,70736,294
1667,65450,334
1668,59898,1794
1669,54879,291
1670,67162,445
1671,29063,530
1672,15400,82
1673,65172,638
1674,7021,41
1675,76366,170
1676,40386,473
1677,42737,266
1678,66659,716
1679,32505,236
1680,53734,696
1681,43936,522
1682,84277,994
1683,24180,95
1684,43274,269
1685,12475,158
1686,33995,321
1687,35497,160
1688,44335,225
1689,57438,201
1690,70636,757
1691,51431,691
1692,34037,964
1693,61189,642
1694,13394,42
1695,63970,1107
1696,20594,105
1697,40541,187
1698,23578,329
1699,75631,1513
1700,97436,1382
1701,60380,1111
1702,24189,131
1703,50353,141
1704,48373,511
1705,10137,105
1706,16510,178
1707,32224,169
1708,18643,86
1709,108123,922
1710,27746,89
1711,29233,151
1712,51636,331
1713,51122,623
1714,16085,192
1715,22280,253
1716,21125,360
1717,32435,92
1718,37496,265
1719,37350,848
1720,21012,121
1721,107978,106
1722,42493,194
1723,14133,120
1724,50977,696
1725,19441,251
1726,23485,182
1727,21280,225
1728,20090,205
1729,63236,345
1730,38775,197
1731,11598,90
1732,33494,644
1733,36972,184
1734,100832,1536
1735,62492,625
1736,18061,170
1737,56236,1005
1738,33775,121
1739,38037,111
1740,45699,167
1741,36434,217
1742,26767,268
1743,76069,576
1744,40957,119
1745,33235,409
1746,14715,188
1747,14591,47
1748,32107,554
1749,32737,222
1750,17541,42
1751,43696,809
1752,31734,209
1753,8455,121
1754,27665,186
1755,118163,1128
1756,34874,950
1757,16974,59
1758,47275,1234
1759,66450,203
1760,33646,451
1761,13223,68
1762,125929,5143
1763,13998,111
1764,38344,338
1765,46034,510
1766,35657,292
1767,45227,553
1768,89405,1674
1769,120558,2945
1770,52174,795
1771,40904,170
1772,37734,146
1773,27460,147
1774,42621,339
1775,37971,436
1776,53413,486
1777,52707,730
1778,44350,246
1779,42067,756
1780,57976,477
1781,24057,397
1782,19280,625
1783,65007,194
1784,43456,613
1785,26306,164
1786,19740,246
1787,32337,55
1788,47316,757
1789,70882,2297
1790,46930,1638
1791,47907,584
1792,49411,337
1793,48624,914
1794,38666,281
1795,47611,379
1796,23505,100
1797,91931,268
1798,20288,214
1799,16878,135
1800,110388,435
1801,28988,447
1802,17255,39
1803,13157,570
1804,20344,187
1805,19186,270
1806,18040,65
1807,44197,350
1808,42484,203
1809,76284,734
1810,17405,161
1811,41424,334
1812,105282,500
1813,81527,597
1814,130629,443
1815,16079,120
1816,34280,126
1817,10902,101
1818,26121,60
1819,26380,246
1820,22565,20
1821,24929,198
1822,46240,211
1823,95482,483
1824,17977,261
1825,21406,118
1826,9121,36
1827,11226,117
1828,18218,148
1829,9863,117
1830,36150,258
1831,125248,5824
1832,29704,228
1833,42547,126
1834,14608,980
1835,33927,410
1836,6914,25
1837,61728,627
1838,47843,214
1839,55324,335
1840,28058,123
1841,22780,624
1842,130300,772
1843,58059,944
1844,33949,175
1845,121103,1543
1846,13957,276
1847,44284,495
1848,20249,386
1849,115607,3174
1850,68155,92
